2026-04-29 17:18:18,972 | INFO | main | Initializing database...
2026-05-23 14:18:34,359 | WARNING | test_retry | Operation 'flaky_operation' failed on attempt 2/3. Retrying in 0.0s. Error: temporary failure
2026-05-23 14:26:22,190 | INFO | metrics | engagement_rate(18171459604377771) = 1.5%
2026-05-23 14:26:22,194 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-05-23 14:26:22,199 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-05-23 14:26:22,202 | INFO | metrics | posting_frequency(17841409576371357) = 0.08 posts/week over 263.71 weeks
2026-05-23 14:26:22,206 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-05-23 14:26:22,209 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-05-23 14:26:34,100 | INFO | metrics | engagement_rate(18171459604377771) = 1.5%
2026-05-23 14:26:34,103 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-05-23 14:26:34,107 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-05-23 14:26:34,111 | INFO | metrics | posting_frequency(17841409576371357) = 0.08 posts/week over 263.71 weeks
2026-05-23 14:26:34,114 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-05-23 14:26:34,116 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-05-23 14:26:34,120 | WARNING | test_retry | Operation 'flaky_operation' failed on attempt 1/3. Retrying in 0.0s. Error: temporary failure
2026-05-23 14:26:34,131 | WARNING | test_retry | Operation 'flaky_operation' failed on attempt 2/3. Retrying in 0.0s. Error: temporary failure
2026-05-23 14:28:31,362 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-05-23 14:28:31,363 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-05-23 14:28:31,364 | INFO | metrics | posting_frequency(17841409576371357) = 0.08 posts/week over 263.71 weeks
2026-05-23 14:28:31,366 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-05-23 14:28:31,368 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-05-23 14:28:31,369 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-05-23 14:28:37,923 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-05-23 14:28:37,924 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-05-23 14:28:37,925 | INFO | metrics | posting_frequency(17841409576371357) = 0.08 posts/week over 263.71 weeks
2026-05-23 14:28:37,926 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-05-23 14:28:37,927 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-05-23 14:28:37,928 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-05-23 14:28:37,953 | INFO | metrics | engagement_rate(18171459604377771) = 1.5%
2026-05-23 14:28:37,955 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-05-23 14:28:37,958 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-05-23 14:28:37,961 | INFO | metrics | posting_frequency(17841409576371357) = 0.08 posts/week over 263.71 weeks
2026-05-23 14:28:37,965 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-05-23 14:28:37,967 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-05-23 14:28:37,969 | WARNING | test_retry | Operation 'flaky_operation' failed on attempt 1/3. Retrying in 0.0s. Error: temporary failure
2026-05-23 14:28:37,980 | WARNING | test_retry | Operation 'flaky_operation' failed on attempt 2/3. Retrying in 0.0s. Error: temporary failure
2026-05-23 14:32:11,158 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-05-23 14:32:11,159 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-05-23 14:32:11,160 | INFO | metrics | posting_frequency(17841409576371357) = 0.08 posts/week over 263.71 weeks
2026-05-23 14:32:11,161 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-05-23 14:32:11,162 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-05-23 14:32:11,162 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-05-23 14:32:11,176 | INFO | metrics | engagement_rate(18171459604377771) = 1.5%
2026-05-23 14:32:11,178 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-05-23 14:32:11,180 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-05-23 14:32:11,182 | INFO | metrics | posting_frequency(17841409576371357) = 0.08 posts/week over 263.71 weeks
2026-05-23 14:32:11,184 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-05-23 14:32:11,187 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-05-23 14:32:11,194 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-05-23 14:32:11,195 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-05-23 14:32:11,196 | INFO | metrics | posting_frequency(17841409576371357) = 0.08 posts/week over 263.71 weeks
2026-05-23 14:32:11,197 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-05-23 14:32:11,198 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-05-23 14:32:11,198 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-05-23 14:32:11,198 | INFO | report_builder | build_report(17841409576371357) for @dentalb_ku at 2026-05-23T14:32:11
2026-05-23 14:32:11,199 | INFO | report_builder | build_prompt_context(@dentalb_ku) produced 930 characters
2026-05-23 14:32:11,202 | WARNING | test_retry | Operation 'flaky_operation' failed on attempt 1/3. Retrying in 0.0s. Error: temporary failure
2026-05-23 14:32:11,212 | WARNING | test_retry | Operation 'flaky_operation' failed on attempt 2/3. Retrying in 0.0s. Error: temporary failure
2026-05-25 12:45:52,994 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-05-25 12:45:52,996 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-05-25 12:45:52,998 | INFO | metrics | posting_frequency(17841409576371357) = 0.08 posts/week over 263.71 weeks
2026-05-25 12:45:53,002 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-05-25 12:45:53,005 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-05-25 12:45:53,005 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-05-25 12:45:53,006 | INFO | report_builder | build_report(17841409576371357) for @dentalb_ku at 2026-05-25T12:45:53
2026-05-25 12:45:53,006 | INFO | report_builder | build_prompt_context(@dentalb_ku) produced 930 characters
2026-05-25 12:45:53,006 | INFO | strategy_generator | Generating strategy for @dentalb_ku (account_id=17841409576371357)
2026-05-25 12:46:52,146 | INFO | strategy_generator | Strategy generated for @dentalb_ku (5062 characters)
2026-05-25 12:47:28,278 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-05-25 12:47:28,280 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-05-25 12:47:28,281 | INFO | metrics | posting_frequency(17841409576371357) = 0.08 posts/week over 263.71 weeks
2026-05-25 12:47:28,282 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-05-25 12:47:28,283 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-05-25 12:47:28,284 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-05-25 12:47:28,284 | INFO | report_builder | build_report(17841409576371357) for @dentalb_ku at 2026-05-25T12:47:28
2026-05-25 12:47:28,284 | INFO | report_builder | build_prompt_context(@dentalb_ku) produced 930 characters
2026-05-25 12:47:28,284 | INFO | strategy_generator | Generating strategy for @dentalb_ku (account_id=17841409576371357)
2026-05-25 12:48:44,654 | INFO | strategy_generator | Strategy generated for @dentalb_ku (6859 characters)
2026-05-25 12:49:04,510 | WARNING | test_retry | Operation 'flaky_operation' failed on attempt 1/3. Retrying in 0.0s. Error: temporary failure
2026-05-25 12:49:04,522 | WARNING | test_retry | Operation 'flaky_operation' failed on attempt 2/3. Retrying in 0.0s. Error: temporary failure
2026-05-25 12:52:24,775 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-05-25 12:52:24,776 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-05-25 12:52:24,777 | INFO | metrics | posting_frequency(17841409576371357) = 0.08 posts/week over 263.71 weeks
2026-05-25 12:52:24,779 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-05-25 12:52:24,780 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-05-25 12:52:24,781 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-05-25 12:52:24,781 | INFO | report_builder | build_report(17841409576371357) for @dentalb_ku at 2026-05-25T12:52:24
2026-05-25 12:52:24,782 | INFO | report_builder | build_prompt_context(@dentalb_ku) produced 930 characters
2026-05-25 12:52:24,782 | INFO | strategy_generator | Generating strategy for @dentalb_ku (account_id=17841409576371357)
2026-05-25 12:53:23,291 | INFO | strategy_generator | Strategy generated for @dentalb_ku (4917 characters)
2026-05-25 12:53:42,068 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-05-25 12:53:42,070 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-05-25 12:53:42,072 | INFO | metrics | posting_frequency(17841409576371357) = 0.08 posts/week over 263.71 weeks
2026-05-25 12:53:42,074 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-05-25 12:53:42,076 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-05-25 12:53:42,076 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-05-25 12:53:42,078 | INFO | report_builder | build_report(17841409576371357) for @dentalb_ku at 2026-05-25T12:53:42
2026-05-25 12:53:42,078 | INFO | report_builder | build_prompt_context(@dentalb_ku) produced 930 characters
2026-05-25 12:53:42,079 | INFO | strategy_generator | Generating strategy for @dentalb_ku (account_id=17841409576371357)
2026-05-25 12:55:00,425 | INFO | strategy_generator | Strategy generated for @dentalb_ku (6409 characters)
2026-05-25 13:02:32,632 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-05-25 13:02:32,634 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-05-25 13:02:32,635 | INFO | metrics | posting_frequency(17841409576371357) = 0.08 posts/week over 263.71 weeks
2026-05-25 13:02:32,636 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-05-25 13:02:32,637 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-05-25 13:02:32,637 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-05-25 13:02:32,638 | INFO | report_builder | build_report(17841409576371357) for @dentalb_ku at 2026-05-25T13:02:32
2026-05-25 13:02:32,640 | INFO | report_builder | build_prompt_context(@dentalb_ku) produced 3865 characters
2026-05-25 13:02:32,738 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-05-25 13:02:32,739 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-05-25 13:02:32,741 | INFO | metrics | posting_frequency(17841409576371357) = 0.08 posts/week over 263.71 weeks
2026-05-25 13:02:32,743 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-05-25 13:02:32,744 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-05-25 13:02:32,745 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-05-25 13:02:43,509 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-05-25 13:02:43,510 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-05-25 13:02:43,510 | INFO | metrics | posting_frequency(17841409576371357) = 0.08 posts/week over 263.71 weeks
2026-05-25 13:02:43,511 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-05-25 13:02:43,512 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-05-25 13:02:43,512 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-05-25 13:02:43,514 | INFO | report_builder | build_report(17841409576371357) for @dentalb_ku at 2026-05-25T13:02:43
2026-05-25 13:02:43,516 | INFO | report_builder | build_prompt_context(@dentalb_ku) produced 3865 characters
2026-05-25 13:02:58,905 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-05-25 13:02:58,907 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-05-25 13:02:58,908 | INFO | metrics | posting_frequency(17841409576371357) = 0.08 posts/week over 263.71 weeks
2026-05-25 13:02:58,909 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-05-25 13:02:58,910 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-05-25 13:02:58,910 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-05-25 13:02:58,912 | INFO | report_builder | build_report(17841409576371357) for @dentalb_ku at 2026-05-25T13:02:58
2026-05-25 13:02:58,912 | INFO | report_builder | build_prompt_context(@dentalb_ku) produced 3865 characters
2026-05-25 13:02:58,912 | INFO | strategy_generator | Generating strategy for @dentalb_ku (account_id=17841409576371357)
2026-05-25 13:03:48,108 | INFO | strategy_generator | Strategy generated for @dentalb_ku (4142 characters)
2026-05-25 13:08:57,058 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-05-25 13:08:57,061 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-05-25 13:08:57,063 | INFO | metrics | posting_frequency(17841409576371357) = 0.08 posts/week over 263.71 weeks
2026-05-25 13:08:57,065 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-05-25 13:08:57,068 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-05-25 13:08:57,068 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-05-25 13:08:57,070 | INFO | report_builder | build_report(17841409576371357) for @dentalb_ku at 2026-05-25T13:08:57
2026-05-25 13:08:57,805 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-05-25 13:11:46,838 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-05-25 13:11:46,839 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-05-25 13:11:46,841 | INFO | metrics | posting_frequency(17841409576371357) = 0.08 posts/week over 263.71 weeks
2026-05-25 13:11:46,843 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-05-25 13:11:46,846 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-05-25 13:11:46,847 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-05-25 13:11:46,850 | INFO | report_builder | build_report(17841409576371357) for @dentalb_ku at 2026-05-25T13:11:46
2026-05-25 13:11:46,885 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-05-25 13:19:07,721 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-05-25 13:19:07,724 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-05-25 13:19:07,727 | INFO | metrics | posting_frequency(17841409576371357) = 0.08 posts/week over 263.71 weeks
2026-05-25 13:19:07,731 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-05-25 13:19:07,735 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-05-25 13:19:07,736 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-05-25 13:19:07,738 | INFO | report_builder | build_report(17841409576371357) for @dentalb_ku at 2026-05-25T13:19:07
2026-05-25 13:19:07,930 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-05-25 13:22:16,385 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-05-25 13:22:16,387 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-05-25 13:22:16,390 | INFO | metrics | posting_frequency(17841409576371357) = 0.08 posts/week over 263.71 weeks
2026-05-25 13:22:16,392 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-05-25 13:22:16,395 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-05-25 13:22:16,395 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-05-25 13:22:16,398 | INFO | report_builder | build_report(17841409576371357) for @dentalb_ku at 2026-05-25T13:22:16
2026-05-25 13:22:16,423 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-05-25 13:22:16,426 | INFO | metrics | posting_frequency(17841409576371357) = 0.08 posts/week over 263.71 weeks
2026-05-25 13:22:16,431 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-05-25 13:22:16,433 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-05-25 13:22:17,779 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-05-25 13:22:17,782 | INFO | metrics | posting_frequency(17841409576371357) = 0.08 posts/week over 263.71 weeks
2026-05-25 13:22:17,785 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-05-25 13:22:17,788 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-05-25 13:22:33,379 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-05-25 13:22:33,382 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-05-25 13:22:33,383 | INFO | metrics | posting_frequency(17841409576371357) = 0.08 posts/week over 263.71 weeks
2026-05-25 13:22:33,386 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-05-25 13:22:33,390 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-05-25 13:22:33,390 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-05-25 13:22:33,393 | INFO | report_builder | build_report(17841409576371357) for @dentalb_ku at 2026-05-25T13:22:33
2026-05-25 13:22:33,393 | INFO | report_builder | build_prompt_context(@dentalb_ku) produced 3865 characters
2026-05-25 13:22:33,394 | INFO | strategy_generator | Generating strategy for @dentalb_ku (account_id=17841409576371357)
2026-05-25 13:22:36,869 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-05-25 13:22:36,871 | INFO | metrics | posting_frequency(17841409576371357) = 0.08 posts/week over 263.71 weeks
2026-05-25 13:22:36,874 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-05-25 13:22:36,878 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-05-25 13:22:40,673 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-05-25 13:22:40,675 | INFO | metrics | posting_frequency(17841409576371357) = 0.08 posts/week over 263.71 weeks
2026-05-25 13:22:40,677 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-05-25 13:22:40,678 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-05-25 13:22:58,046 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-05-25 13:22:59,468 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-05-25 13:23:21,487 | INFO | strategy_generator | Strategy generated for @dentalb_ku (4165 characters)
2026-05-25 13:23:29,155 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-05-25 13:23:29,159 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-05-25 13:23:29,162 | INFO | metrics | posting_frequency(17841409576371357) = 0.08 posts/week over 263.71 weeks
2026-05-25 13:23:29,166 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-05-25 13:23:29,169 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-05-25 13:23:29,170 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-05-25 13:23:29,172 | INFO | report_builder | build_report(17841409576371357) for @dentalb_ku at 2026-05-25T13:23:29
2026-05-25 13:23:32,299 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-05-25 13:23:32,302 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-05-25 13:23:32,304 | INFO | metrics | posting_frequency(17841409576371357) = 0.08 posts/week over 263.71 weeks
2026-05-25 13:23:32,308 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-05-25 13:23:32,311 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-05-25 13:23:32,312 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-05-25 13:23:32,315 | INFO | report_builder | build_report(17841409576371357) for @dentalb_ku at 2026-05-25T13:23:32
2026-05-25 13:23:32,316 | INFO | report_builder | build_prompt_context(@dentalb_ku) produced 3865 characters
2026-05-25 13:23:32,316 | INFO | strategy_generator | Generating strategy for @dentalb_ku (account_id=17841409576371357)
2026-05-25 13:24:17,796 | INFO | strategy_generator | Strategy generated for @dentalb_ku (4192 characters)
2026-05-25 13:27:02,289 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-05-25 13:27:02,291 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-05-25 13:27:02,293 | INFO | metrics | posting_frequency(17841409576371357) = 0.08 posts/week over 263.71 weeks
2026-05-25 13:27:02,294 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-05-25 13:27:02,295 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-05-25 13:27:02,295 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-05-25 13:27:02,296 | INFO | report_builder | build_report(17841409576371357) for @dentalb_ku at 2026-05-25T13:27:02
2026-05-25 13:27:02,349 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-05-25 13:27:07,635 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-05-25 13:27:07,636 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-05-25 13:27:07,637 | INFO | metrics | posting_frequency(17841409576371357) = 0.08 posts/week over 263.71 weeks
2026-05-25 13:27:07,638 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-05-25 13:27:07,639 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-05-25 13:27:07,639 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-05-25 13:27:07,639 | INFO | report_builder | build_report(17841409576371357) for @dentalb_ku at 2026-05-25T13:27:07
2026-05-25 13:27:07,640 | INFO | report_builder | build_prompt_context(@dentalb_ku) produced 3865 characters
2026-05-25 13:27:07,640 | INFO | strategy_generator | Generating strategy for @dentalb_ku (account_id=17841409576371357)
2026-05-25 13:27:52,198 | INFO | strategy_generator | Strategy generated for @dentalb_ku (4107 characters)
2026-05-25 13:33:53,875 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-05-25 13:33:53,876 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
2026-05-25 13:33:53,877 | INFO | metrics | posting_frequency(17841409576371357) = 0.08 posts/week over 263.71 weeks
2026-05-25 13:33:53,879 | INFO | metrics | best_posting_day(17841409576371357) = Saturday (avg 1.88%)
2026-05-25 13:33:53,881 | INFO | metrics | content_type_performance(17841409576371357) = 1 media types
2026-05-25 13:33:53,881 | INFO | analysis | analyze_account(17841409576371357) completed for @dentalb_ku with 5 insights
2026-05-25 13:33:53,882 | INFO | report_builder | build_report(17841409576371357) for @dentalb_ku at 2026-05-25T13:33:53
2026-05-25 13:33:53,929 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-05-25 13:34:06,168 | INFO | sync_service | Fetching account profile...
2026-05-25 13:34:06,771 | WARNING | meta_client | Operation 'get_profile_info' failed on attempt 1/3. Retrying in 1.0s. Error: 400 Client Error: Bad Request for url: https://graph.facebook.com/v18.0/17841409576371357?fields=username%2Cfollowers_count%2Cmedia_count%2Cbiography&access_token=EAAQ6YYriC44BRknYPmqWAO02NFJpLv3CNQfMmzVIN2iAIa7QlYQSHQHr2TmQMYNemtBcP9pzhZB4vqiw9euH0JKAPKLpLNgzX4O1tzYCjHsZAmW3zQZBYstIRnzx7ykAJDsYv1HDtxLEEt0IbCV6ffqDbotXO9IJZBSWq6iJ0ZCVt1EgyJgg3EfXmlvi62immTUfwHagkbPnbC9cVyTBWgz5sfmfAheQ2u3SjxZA4fxAR1BaLkjh7WZBcDD1WPZClbhkGMKnmp6JSZCVZA1RGI4J74Oarm
2026-05-25 13:34:08,361 | WARNING | meta_client | Operation 'get_profile_info' failed on attempt 2/3. Retrying in 2.0s. Error: 400 Client Error: Bad Request for url: https://graph.facebook.com/v18.0/17841409576371357?fields=username%2Cfollowers_count%2Cmedia_count%2Cbiography&access_token=EAAQ6YYriC44BRknYPmqWAO02NFJpLv3CNQfMmzVIN2iAIa7QlYQSHQHr2TmQMYNemtBcP9pzhZB4vqiw9euH0JKAPKLpLNgzX4O1tzYCjHsZAmW3zQZBYstIRnzx7ykAJDsYv1HDtxLEEt0IbCV6ffqDbotXO9IJZBSWq6iJ0ZCVt1EgyJgg3EfXmlvi62immTUfwHagkbPnbC9cVyTBWgz5sfmfAheQ2u3SjxZA4fxAR1BaLkjh7WZBcDD1WPZClbhkGMKnmp6JSZCVZA1RGI4J74Oarm
2026-05-25 13:34:10,893 | ERROR | meta_client | Operation 'get_profile_info' failed after 3 attempts: 400 Client Error: Bad Request for url: https://graph.facebook.com/v18.0/17841409576371357?fields=username%2Cfollowers_count%2Cmedia_count%2Cbiography&access_token=EAAQ6YYriC44BRknYPmqWAO02NFJpLv3CNQfMmzVIN2iAIa7QlYQSHQHr2TmQMYNemtBcP9pzhZB4vqiw9euH0JKAPKLpLNgzX4O1tzYCjHsZAmW3zQZBYstIRnzx7ykAJDsYv1HDtxLEEt0IbCV6ffqDbotXO9IJZBSWq6iJ0ZCVt1EgyJgg3EfXmlvi62immTUfwHagkbPnbC9cVyTBWgz5sfmfAheQ2u3SjxZA4fxAR1BaLkjh7WZBcDD1WPZClbhkGMKnmp6JSZCVZA1RGI4J74Oarm
2026-05-25 13:34:10,938 | INFO | metrics | top_performing_posts(17841409576371357, limit=5) returned 5 posts
2026-05-25 13:34:26,192 | INFO | metrics | avg_engagement_rate(17841409576371357) = 1.72% (20 posts)
2026-05-25 13:34:26,193 | INFO | metrics | top_performing_posts(17841409576371357, limit=3) returned 3 posts
